Name,Colors,Year,Genre,Style,Link
"Gordina de Groot, Head","('Lemon Chiffon', 'Van Dyke', 'Beaver', 'Lemon Chiffon', 'Old Burgundy')",1885,portrait,Realism,https://uploads8.wikiart.org/images/vincent-van-gogh/gordina-de-groot-head-1885(1).jpg!Large.jpg
Hand,"('Light Yellow', 'Rifle Green', 'Grullo', 'Gray', 'Ivory')",1885,sketch and study,Realism,https://uploads0.wikiart.org/images/vincent-van-gogh/hand-1885(1).jpg!Large.jpg
Hand,"('Medium Champagne', 'Camel', 'Wheat', 'French Bistre', 'Bistre')",1885,sketch and study,Realism,https://uploads2.wikiart.org/images/vincent-van-gogh/hand-1885-1(1).jpg!Large.jpg
"Hand with a Pot, the Knob of a Chair and a Hunk of Bread","('Camel', 'Dutch White', 'Lemon Chiffon', 'Coffee', 'Bistre')",1885,sketch and study,Realism,https://uploads6.wikiart.org/images/vincent-van-gogh/hand-with-a-pot-the-knob-of-a-chair-and-a-hunk-of-bread-1885(1).jpg!Large.jpg
"Hand with a Stick, and Four People Sharing a Meal","('Peach Puff', 'Lemon Chiffon', 'Van Dyke', 'Cornsilk', 'Gray')",1885,sketch and study,Realism,https://uploads8.wikiart.org/images/vincent-van-gogh/hand-with-a-stick-and-four-people-sharing-a-meal-1885(1).jpg!Large.jpg
Hand with Bowl and a Cat,"('Dutch White', 'Dutch White', 'Beaver', 'Taupe', 'Gray')",1885,sketch and study,Realism,https://uploads2.wikiart.org/images/vincent-van-gogh/hand-with-bowl-and-a-cat-1885(1).jpg!Large.jpg
Hands,"('Ivory', 'Antique White', 'Silver Pink', 'Bistre', 'Smoky Black')",1885,sketch and study,Realism,https://uploads1.wikiart.org/images/vincent-van-gogh/hands-1885(1).jpg!Large.jpg
Hands,"('Dutch White', 'Coffee', 'Beaver', 'Bisque', 'Van Dyke')",1885,sketch and study,Realism,https://uploads3.wikiart.org/images/vincent-van-gogh/hands-1885-1(1).jpg!Large.jpg
Hands,"('Bone', 'Old Burgundy', 'Antique White', 'Silver Pink', 'Gray')",1885,sketch and study,Realism,https://uploads3.wikiart.org/images/vincent-van-gogh/hands-1885-2(1).jpg!Large.jpg
Hands with a Stick,"('Wheat', 'Beaver', 'Wheat', 'Van Dyke', 'Smoky Black')",1885,sketch and study,Realism,https://uploads5.wikiart.org/images/vincent-van-gogh/hands-with-a-stick-1885(1).jpg!Large.jpg
Head of a Brabant Peasant Woman with Dark Cap,"('Lemon Chiffon', 'Key Lime', 'Lemon Chiffon', 'Tan', 'Van Dyke')",1885,portrait,Realism,https://uploads5.wikiart.org/images/vincent-van-gogh/head-of-a-brabant-peasant-woman-with-dark-cap-1885(1).jpg!Large.jpg
Head of a Man,"('Bistre', 'Van Dyke', 'Bisque', 'Cornsilk', 'Antique White')",1885,sketch and study,Realism,https://uploads0.wikiart.org/images/vincent-van-gogh/head-of-a-man-1885(1).jpg!Large.jpg
Head of a Man,"('Light French', 'Cornsilk', 'Gray', 'Van Dyke', 'Burlywood')",1885,portrait,Realism,https://uploads6.wikiart.org/images/vincent-van-gogh/head-of-a-man-1(1).jpg!Large.jpg
Head of a Man,"('Lemon Chiffon', 'Dutch White', 'Beaver', 'Gray', 'Coffee')",1885,sketch and study,Realism,https://uploads6.wikiart.org/images/vincent-van-gogh/head-of-a-man-2(1).jpg!Large.jpg
Head of a Man with Cap,"('Cornsilk', 'Eggshell', 'Van Dyke', 'Old Burgundy', 'Bisque')",1885,sketch and study,Realism,https://uploads0.wikiart.org/images/vincent-van-gogh/head-of-a-man-with-cap-1885(1).jpg!Large.jpg
Head of a Man with Straw Hat,"('Cornsilk', 'Antique White', 'Gray', 'Bisque', 'Silver Pink')",1885,sketch and study,Realism,https://uploads6.wikiart.org/images/vincent-van-gogh/head-of-a-man-with-straw-hat-1885(1).jpg!Large.jpg
"Head of a Man, Bareheaded","('Grullo', 'Eggshell', 'Ivory', 'Old Burgundy', 'Gray')",1885,sketch and study,Realism,https://uploads2.wikiart.org/images/vincent-van-gogh/head-of-a-man-bareheaded-1885(1).jpg!Large.jpg
"Head of a Man, Bareheaded","('Kombu Green', 'Old Burgundy', 'Grullo', 'Cornsilk', 'Antique White')",1885,sketch and study,Realism,https://uploads4.wikiart.org/images/vincent-van-gogh/head-of-a-man-bareheaded-1885-1(1).jpg!Large.jpg
Head of a Peasant,"('Light Goldenrod', 'Dark Khaki', 'French Beige', 'Redwood', 'Caput Mortuum')",1885,portrait,Realism,https://uploads4.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-1885(1).jpg!Large.jpg
Head of a Peasant (Study for the Potato Eaters),"('Dark Jungle', 'Spanish Bistre', 'Old Gold', 'Bronze', 'Tan')",1885,portrait,Realism,https://uploads5.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-study-for-the-potato-eaters-1885(1).jpg!Large.jpg
Head of a Peasant with a Pipe,"('Sage', 'Salmon', 'Terra Cotta', 'Sweet Brown', 'Gray')",1885,portrait,Realism,https://uploads7.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-with-a-pipe-1885(1).jpg!Large.jpg
Head of a Peasant Woman in a Green Shawl,"('Light Salmon', 'Sienna', 'Dark Sienna', 'Firebrick', 'Gray')",1885,portrait,Realism,https://uploads0.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-woman-in-a-green-shawl-1885(1).jpg!Large.jpg
Head of a Peasant Woman with Brownish Cap,"('Rust', 'Rust', 'Dark Sienna', 'Persian Plum', 'Smoky Black')",1885,portrait,Realism,https://uploads1.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-woman-with-brownish-cap-1885(1).jpg!Large.jpg
Head of a Peasant Woman with Dark Cap,"('Dark Jungle', 'Pale Goldenrod', 'Lemon Meringue', 'Mandarin', 'Coral')",1885,portrait,Realism,https://uploads6.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-woman-with-dark-cap-1885(1).jpg!Large.jpg
Head of a Peasant Woman with Dark Cap,"('Gray', 'Yellow Orange', 'Tan', 'Copper', 'Coral')",1885,portrait,Realism,https://uploads8.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-woman-with-dark-cap-1885-1(1).jpg!Large.jpg
Head of a Peasant Woman with Dark Cap,"('Dark Jungle', 'Lemon Chiffon', 'Pale Goldenrod', 'Banana Mania', 'Burlywood')",1885,portrait,Realism,https://uploads8.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-woman-with-dark-cap-1885-2(1).jpg!Large.jpg
Head of a Peasant Woman with Dark Cap,"('Mustard', 'Mustard', 'Persian Orange', 'Copper', 'Gray')",1885,portrait,Realism,https://uploads8.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-woman-with-dark-cap-1885-3(1).jpg!Large.jpg
Head of a Peasant Woman with Dark Cap,"('Navajo White', 'Tan', 'Metallic Sunburst', 'Salmon', 'Bistre')",1885,portrait,Realism,https://uploads8.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-woman-with-dark-cap-1885-4(1).jpg!Large.jpg
Head of a Peasant Woman with Dark Cap,"('Gray', 'Gray', 'Sage', 'Light Yellow', 'Grullo')",1885,portrait,Realism,https://uploads8.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-woman-with-dark-cap-1885-5(1).jpg!Large.jpg
Head of a Peasant Woman with Dark Cap,"('Moss Green', 'Straw', 'Copper Red', 'Van Dyke', 'Cedar Chest')",1885,portrait,Realism,https://uploads8.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-woman-with-dark-cap-1885-6(1).jpg!Large.jpg
Head of a Peasant Woman with Dark Cap,"('Dark Brown', 'Gray', 'Chocolate', 'Sepia', 'Fuzzy Wuzzy')",1885,portrait,Realism,https://uploads8.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-woman-with-dark-cap-1885-7(1).jpg!Large.jpg
Head of a Peasant Woman with Greenish Lace Cap,"('Sandy Brown', 'Van Dyke', 'Sienna', 'Sienna', 'Gray')",1885,portrait,Realism,https://uploads6.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-woman-with-greenish-lace-cap-1885(1).jpg!Large.jpg
Head of a Peasant Woman with White Cap,"('Beaver', 'French Bistre', 'Van Dyke', 'Tomato', 'Gray')",1885,portrait,Realism,https://uploads7.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-woman-with-white-cap-1885(1).jpg!Large.jpg
Head of a Peasant Woman with White Cap,"('Coffee', 'Sandy Brown', 'Mandarin', 'Tomato', 'Smoky Black')",1885,portrait,Realism,https://uploads0.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-woman-with-white-cap-1885-1(1).jpg!Large.jpg
Head of a Peasant Woman with White Cap,"('Burlywood', 'Camel', 'Cedar Chest', 'Bistre', 'Wine')",1885,portrait,Realism,https://uploads0.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-woman-with-white-cap-1885-2(1).jpg!Large.jpg
Head of a Peasant Woman with White Cap,"('Camel', 'Sepia', 'Sienna', 'Caput Mortuum', 'Gray')",1885,portrait,Realism,https://uploads0.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-woman-with-white-cap-1885-3(1).jpg!Large.jpg
Head of a Peasant Woman with White Cap,"('Pale Goldenrod', 'Middle Yellow', 'Tan', 'Sienna', 'Smoky Black')",1885,portrait,Realism,https://uploads0.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-woman-with-white-cap-1885-4(1).jpg!Large.jpg
Head of a Peasant Woman with White Cap,"('Light Cornflower', 'Lemon Chiffon', 'Light Salmon', 'Indian Red', 'Caput Mortuum')",1885,portrait,Realism,https://uploads0.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-woman-with-white-cap-1885-5(1).jpg!Large.jpg
Head of a Peasant Woman with White Cap,"('Persian Orange', 'Van Dyke', 'Sienna', 'Deep', 'Dark Sienna')",1885,portrait,Realism,https://uploads6.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-woman-with-white-cap-1885-6.jpg!Large.jpg
Head of a Woman,"('Wheat', 'Burlywood', 'Light French', 'Coffee', 'Gray')",1885,sketch and study,Realism,https://uploads8.wikiart.org/images/vincent-van-gogh/head-of-a-woman-1885.jpg!Large.jpg
Head of a Woman,"('Bisque', 'Coffee', 'Light French', 'Bistre', 'Gray')",1885,portrait,Realism,https://uploads5.wikiart.org/images/vincent-van-gogh/head-of-a-woman-4.jpg!Large.jpg
Head of a Woman,"('Gray', 'Sage', 'Cornsilk', 'Peach Puff', 'Bistre')",1885,portrait,Realism,https://uploads8.wikiart.org/images/vincent-van-gogh/head-of-a-woman-5(1).jpg!Large.jpg
Head of a Woman,"('Tumbleweed', 'Beaver', 'Bisque', 'Van Dyke', 'Smoky Black')",1885,portrait,Realism,https://uploads8.wikiart.org/images/vincent-van-gogh/head-of-a-woman-6(1).jpg!Large.jpg
Head of a Woman,"('Antique White', 'Antique White', 'Beaver', 'Tuscan Red', 'Gray')",1885,portrait,Realism,https://uploads8.wikiart.org/images/vincent-van-gogh/head-of-a-woman-7(1).jpg!Large.jpg
Head of a Woman,"('Camel', 'Wheat', 'French Beige', 'Coffee', 'Bistre')",1885,portrait,Realism,https://uploads5.wikiart.org/images/vincent-van-gogh/head-of-a-woman-8.jpg!Large.jpg
Head of a Woman,"('French Beige', 'Tumbleweed', 'Van Dyke', 'French Bistre', 'Gray')",1885,portrait,Realism,https://uploads5.wikiart.org/images/vincent-van-gogh/head-of-a-woman-9.jpg!Large.jpg
Head of a Woman,"('Burlywood', 'Earth Yellow', 'Camel', 'Coffee', 'Bistre')",1885,sketch and study,Realism,https://uploads6.wikiart.org/images/vincent-van-gogh/head-of-a-woman-10.jpg!Large.jpg
Head of a Woman,"('Metallic Sunburst', 'Earth Yellow', 'Burlywood', 'Coffee', 'Smoky Black')",1885,portrait,Realism,https://uploads6.wikiart.org/images/vincent-van-gogh/head-of-a-woman-11.jpg!Large.jpg
Head of a Woman,"('Navajo White', 'Camel', 'Burlywood', 'French Bistre', 'Old Burgundy')",1885,portrait,Realism,https://uploads6.wikiart.org/images/vincent-van-gogh/head-of-a-woman-12.jpg!Large.jpg
Head of a Woman,"('Mellow Apricot', 'Dark Brown', 'Metallic Sunburst', 'Earth Yellow', 'Smoky Black')",1885,portrait,Realism,https://uploads6.wikiart.org/images/vincent-van-gogh/head-of-a-woman-13.jpg!Large.jpg
Head of a Woman,"('Camel', 'Navajo White', 'Copper Red', 'Coffee', 'Gray')",1885,portrait,Realism,https://uploads6.wikiart.org/images/vincent-van-gogh/head-of-a-woman-14.jpg!Large.jpg
Head of a Woman,"('Smoky Black', 'Wheat', 'Bisque', 'Coffee', 'Beaver')",1885,portrait,Realism,https://uploads6.wikiart.org/images/vincent-van-gogh/head-of-a-woman-15.jpg!Large.jpg
Head of a Woman,"('Antique White', 'Tan', 'Bistre', 'Grullo', 'Gray')",1885,portrait,Realism,https://uploads6.wikiart.org/images/vincent-van-gogh/head-of-a-woman-16.jpg!Large.jpg
Head of a Woman,"('Burlywood', 'Gray', 'Wheat', 'French Beige', 'Van Dyke')",1885,portrait,Realism,https://uploads6.wikiart.org/images/vincent-van-gogh/head-of-a-woman-17.jpg!Large.jpg
Head of a Woman with her Hair Loose,"('Dark Olive', 'Burlywood', 'Tan', 'Earth Yellow', 'Gray')",1885,portrait,Realism,https://uploads4.wikiart.org/images/vincent-van-gogh/head-of-a-woman-with-her-hair-loose-1885(1).jpg!Large.jpg
Head of a Young Man,"('Eggplant', 'Gray', 'Dutch White', 'Wheat', 'Beaver')",1885,sketch and study,Realism,https://uploads1.wikiart.org/images/vincent-van-gogh/head-of-a-young-man(2).jpg!Large.jpg
Head of a Young Man,"('Wheat', 'Camel', 'Bisque', 'Burlywood', 'Bistre')",1885,sketch and study,Realism,https://uploads0.wikiart.org/images/vincent-van-gogh/head-of-a-young-man-1.jpg!Large.jpg
Head of a Young Man,"('Earth Yellow', 'Middle Yellow', 'Metallic Sunburst', 'Coffee', 'Smoky Black')",1885,portrait,Realism,https://uploads0.wikiart.org/images/vincent-van-gogh/head-of-a-young-man-2.jpg!Large.jpg
Head of a Young Man with a Pipe,"('Mellow Apricot', 'Camel', 'Coffee', 'Chamoisee', 'Smoky Black')",1885,portrait,Realism,https://uploads1.wikiart.org/images/vincent-van-gogh/head-of-a-young-man-with-a-pipe.jpg!Large.jpg
Head of a Young Peasant in a Peaked Cap,"('Earth Yellow', 'Tan', 'Chocolate', 'Sienna', 'Gray')",1885,portrait,Realism,https://uploads5.wikiart.org/images/vincent-van-gogh/head-of-a-young-peasant-in-a-peaked-cap-1885.jpg!Large.jpg
Head of a Young Peasant Woman with Dark Cap,"('Olivine', 'Khaki', 'Buff', 'Rifle Green', 'Gray')",1885,portrait,Realism,https://uploads0.wikiart.org/images/vincent-van-gogh/head-of-a-young-peasant-woman-with-dark-cap-1885.jpg!Large.jpg
Head of an Old Woman with White Cap The Midwife,"('Gray', 'Buff', 'Van Dyke', 'Middle Yellow', 'Terra Cotta')",1885,portrait,Realism,https://uploads7.wikiart.org/images/vincent-van-gogh/head-of-an-old-woman-with-white-cap-the-midwife-1885(2).jpg!Large.jpg
Honesty in a Vase,"('Khaki', 'Lemon Meringue', 'Sage', 'Lemon Chiffon', 'Gray')",1885,sketch and study,Realism,https://uploads1.wikiart.org/images/vincent-van-gogh/honesty-in-a-vase-1885.jpg!Large.jpg
Interior with Peasant Woman Peeling Potatoes,"('Bisque', 'French Bistre', 'Camel', 'Coffee', 'Smoky Black')",1885,sketch and study,Realism,https://uploads1.wikiart.org/images/vincent-van-gogh/interior-with-peasant-woman-peeling-potatoes-1885.jpg!Large.jpg
Interior with Peasant Woman Sewing,"('Dark Jungle', 'Gray', 'Gray', 'Gray', 'Gray')",1885,genre painting,Realism,https://uploads0.wikiart.org/images/vincent-van-gogh/interior-with-peasant-woman-sewing-1885.jpg!Large.jpg
Interior with Peasant Woman Sewing,"('Ivory', 'Timberwolf', 'Ebony', 'Light Yellow', 'Old Burgundy')",1885,genre painting,Realism,https://uploads2.wikiart.org/images/vincent-van-gogh/interior-with-peasant-woman-sewing-1885-1.jpg!Large.jpg
Interior with Peasant Woman Sewing,"('Timberwolf', 'Gray', 'Gray', 'Old Burgundy', 'Granite Gray')",1885,genre painting,Realism,https://uploads2.wikiart.org/images/vincent-van-gogh/interior-with-peasant-woman-sewing-1885-2.jpg!Large.jpg
Interior with Peasant Woman Sewing,"('Gray', 'Gray', 'Gray', 'Gray', 'Gray')",1885,genre painting,Realism,https://uploads2.wikiart.org/images/vincent-van-gogh/interior-with-peasant-woman-sewing-1885-3.jpg!Large.jpg
Interior with Peasant Woman Sewing,"('Gray', 'Gray', 'Gray', 'Nickel', 'Gray')",1885,genre painting,Realism,https://uploads2.wikiart.org/images/vincent-van-gogh/interior-with-peasant-woman-sewing-1885-4.jpg!Large.jpg
Interior with Peasant Woman Sitting near the Fireplace,"('Gray', 'Gray', 'Gray', 'Nickel', 'Gray')",1885,genre painting,Realism,https://uploads2.wikiart.org/images/vincent-van-gogh/interior-with-peasant-woman-sitting-near-the-fireplace-1885.jpg!Large.jpg
Interior with Peasant Woman Sitting near the Fireplace,"('Dark Jungle', 'Gray', 'Gray', 'Gray', 'Gray')",1885,genre painting,Realism,https://uploads4.wikiart.org/images/vincent-van-gogh/interior-with-peasant-woman-sitting-near-the-fireplace-1885-1.jpg!Large.jpg
"Kettle Over a Fire, and a Cottage by Night","('Navajo White', 'Van Dyke', 'Beaver', 'Wheat', 'Gray')",1885,sketch and study,Realism,https://uploads7.wikiart.org/images/vincent-van-gogh/kettle-over-a-fire-and-a-cottage-by-night-1885.jpg!Large.jpg
Landscape at Dusk,"('Metallic Gold', 'Bronze', 'Copper', 'Cadmium Orange', 'Dark Sienna')",1885,landscape,Realism,https://uploads1.wikiart.org/images/vincent-van-gogh/landscape-at-dusk-1885.jpg!Large.jpg
Landscape at Sunset,"('Indian Yellow', 'Persian Orange', 'Tan', 'Caput Mortuum', 'Cedar Chest')",1885,landscape,Realism,https://uploads3.wikiart.org/images/vincent-van-gogh/landscape-at-sunset-1885.jpg!Large.jpg
Landscape in Stormy Weather,"('Grullo', 'Gray', 'Old Burgundy', 'Ivory', 'Gray')",1885,sketch and study,Realism,https://uploads2.wikiart.org/images/vincent-van-gogh/landscape-in-stormy-weather-1885.jpg!Large.jpg
Landscape with a Church and Houses,"('Burlywood', 'Copper', 'Tumbleweed', 'Smoky Black', 'Sepia')",1885,landscape,Realism,https://uploads0.wikiart.org/images/vincent-van-gogh/landscape-with-a-church-and-houses-1885.jpg!Large.jpg
Landscape with Cottages and a Mill,"('Wheat', 'Grullo', 'Bisque', 'French Bistre', 'Gray')",1885,sketch and study,Realism,https://uploads0.wikiart.org/images/vincent-van-gogh/landscape-with-cottages-and-a-mill-1885.jpg!Large.jpg
Lane with poplars near Nuenen,"('Steel Blue', 'Light Goldenrod', 'Coffee', 'Camel', 'Cedar Chest')",1885,landscape,Realism,https://uploads4.wikiart.org/images/vincent-van-gogh/lane-with-poplars-near-nuenen-1885.jpg!Large.jpg
Lap with Hands,"('Burlywood', 'Camel', 'Coffee', 'Bistre', 'Gray')",1885,sketch and study,Realism,https://uploads2.wikiart.org/images/vincent-van-gogh/lap-with-hands.jpg!Large.jpg
Lap with Hands and a Bowl,"('Wheat', 'Light French', 'Burlywood', 'Bistre', 'Gray')",1885,sketch and study,Realism,https://uploads4.wikiart.org/images/vincent-van-gogh/lap-with-hands-and-a-bowl.jpg!Large.jpg
Man and Woman Sharing a Meal,"('Mellow Apricot', 'Earth Yellow', 'Tan', 'Light Salmon', 'Dark Sienna')",1885,sketch and study,Realism,https://uploads3.wikiart.org/images/vincent-van-gogh/man-and-woman-sharing-a-meal-1885.jpg!Large.jpg
Man Loading a Cart,"('Gray', 'Gray', 'Black Olive', 'Gray', 'Gray')",1885,sketch and study,Realism,https://uploads2.wikiart.org/images/vincent-van-gogh/man-loading-a-cart-1885.jpg!Large.jpg
Man with Bowler,"('Eggshell', 'Bone', 'French Bistre', 'Gray', 'Grullo')",1885,portrait,Realism,https://uploads8.wikiart.org/images/vincent-van-gogh/man-with-bowler-1885.jpg!Large.jpg
Parsonage Garden at Dusk,"('Silver Pink', 'Eggshell', 'Rifle Green', 'French Bistre', 'Bisque')",1885,sketch and study,Realism,https://uploads8.wikiart.org/images/vincent-van-gogh/parsonage-garden-at-dusk-1885.jpg!Large.jpg
Parsonage Garden in the Snow with Three Figures,"('Tan', 'Earth Yellow', 'Tan', 'Sepia', 'Bulgarian Rose')",1885,sketch and study,Realism,https://uploads4.wikiart.org/images/vincent-van-gogh/parsonage-garden-in-the-snow-with-three-figures-1885.jpg!Large.jpg
Peasant and Peasant Woman Planting Potatoes,"('Moss Green', 'Buff', 'Burlywood', 'Coffee', 'Bistre')",1885,genre painting,Realism,https://uploads0.wikiart.org/images/vincent-van-gogh/peasant-and-peasant-woman-planting-potatoes-1885.jpg!Large.jpg
Peasant Boy,"('Gray', 'Gray', 'Gray', 'Nickel', 'Gray')",1885,sketch and study,Realism,https://uploads4.wikiart.org/images/vincent-van-gogh/peasant-boy-1885.jpg!Large.jpg
"Peasant Boy, Digging","('Gray', 'Gray', 'Gray', 'Gray', 'Gray')",1885,genre painting,Realism,https://uploads3.wikiart.org/images/vincent-van-gogh/peasant-boy-digging-1885.jpg!Large.jpg
Peasant Digging,"('Old Burgundy', 'Gray', 'Camouflage Green', 'Middle Red', 'Bole')",1885,genre painting,Realism,https://uploads8.wikiart.org/images/vincent-van-gogh/peasant-digging-1885.jpg!Large.jpg
"Peasant Girl, Half-Figure","('Cornsilk', 'Old Burgundy', 'Gray', 'Bisque', 'Cornsilk')",1885,sketch and study,Realism,https://uploads1.wikiart.org/images/vincent-van-gogh/peasant-girl-half-figure-2-1885.jpg!Large.jpg
Peasant Lifting Beet,"('Deep Champagne', 'Burlywood', 'Fawn', 'Coffee', 'Gray')",1885,sketch and study,Realism,https://uploads4.wikiart.org/images/vincent-van-gogh/peasant-lifting-beet-1885.jpg!Large.jpg
